ID;up__ID;quantity;product_ID;title;price
f5a6b7c8-d9e0-41f2-a3b4-c5d6e7f8a9b0;8995d18f-6b8d-4f8c-a953-15dd68bb6d4e;2;228;Central price;184.34
a6b7c8d9-e0f1-42a3-b4c5-d6e7f8a9b0c1;8995d18f-6b8d-4f8c-a953-15dd68bb6d4e;1;229;No charge;130.55
b7c8d9e0-f1a2-43b4-c5d6-e7f8a9b0c1d2;8995d18f-6b8d-4f8c-a953-15dd68bb6d4e;3;230;Pressure ok;181.04
c8d9e0f1-a2b3-44c5-d6e7-f8a9b0c1d2e3;b0b40fca-9947-4a6e-a6aa-63c213162b66;1;231;Management effort;90.17
d9e0f1a2-b3c4-45d6-e7f8-a9b0c1d2e3f4;b0b40fca-9947-4a6e-a6aa-63c213162b66;2;232;Others not inside;34.16
e0f1a2b3-c4d5-46e7-f8a9-b0c1d2e3f4a5;b0b40fca-9947-4a6e-a6aa-63c213162b66;1;233;Movement fast;105.85
f1a2b3c4-d5e6-47f8-a9b0-c1d2e3f4a5b6;b0b40fca-9947-4a6e-a6aa-63c213162b66;3;234;General remain;118.85
a2b3c4d5-e6f7-48a9-b0c1-d2e3f4a5b6c7;b0b40fca-9947-4a6e-a6aa-63c213162b66;1;235;Order evening senior although;186.54
b3c4d5e6-f7a8-49b0-c1d2-e3f4a5b6c7d8;b0b40fca-9947-4a6e-a6aa-63c213162b66;2;236;Try;184.94
c4d5e6f7-a8b9-40c1-d2e3-f4a5b6c7d8e9;b0b40fca-9947-4a6e-a6aa-63c213162b66;1;237;Let couple entire;145.55
d5e6f7a8-b9c0-41d2-e3f4-a5b6c7d8e9f0;b0b40fca-9947-4a6e-a6aa-63c213162b66;2;238;About skill beautiful;112.48
e6f7a8b9-c0d1-42e3-f4a5-b6c7d8e9f0a1;b0b40fca-9947-4a6e-a6aa-63c213162b66;1;239;Place method;102.04
f7a8b9c0-d1e2-43f4-a5b6-c7d8e9f0a1b2;b0b40fca-9947-4a6e-a6aa-63c213162b66;3;240;Paper short;145.83
a8b9c0d1-e2f3-44a5-b6c7-d8e9f0a1b2c3;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;1;241;Military country hit;118.49
b9c0d1e2-f3a4-45b6-c7d8-e9f0a1b2c3d4;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;2;242;Suddenly hit;47.09
c0d1e2f3-a4b5-46c7-d8e9-f0a1b2c3d4e5;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;1;243;Finish;69.58
d1e2f3a4-b5c6-47d8-e9f0-a1b2c3d4e5f6;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;3;244;Run hear same stage;149.18
e2f3a4b5-c6d7-48e9-f0a1-b2c3d4e5f6a7;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;1;245;Sea part suffer;90.36
f3a4b5c6-d7e8-49f0-a1b2-c3d4e5f6a7b8;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;2;246;Spring skill wait;134.45
a4b5c6d7-e8f9-40a1-b2c3-d4e5f6a7b8c9;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;1;247;Least;25.84
b5c6d7e8-f9a0-41b2-c3d4-e5f6a7b8c9d0;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;2;248;South into movement;143.48
c6d7e8f9-a0b1-42c3-d4e5-f6a7b8c9d0e1;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;1;249;Reality while;34.24
d7e8f9a0-b1c2-43d4-e5f6-a7b8c9d0e1f2;e3d46cc6-9401-4d52-ba07-1c9255fcb89a;3;250;Charge clearly food;118.12
e8f9a0b1-c2d3-44e5-f6a7-b8c9d0e1f2a3;a72683b9-d34d-4020-b6ac-7d10a10145ac;1;251;A full;82.03
f9a0b1c2-d3e4-45f6-a7b8-c9d0e1f2a3b4;a72683b9-d34d-4020-b6ac-7d10a10145ac;2;252;Road clearly president;153.14
a0b1c2d3-e4f5-46a7-b8c9-d0e1f2a3b4c5;a72683b9-d34d-4020-b6ac-7d10a10145ac;1;253;Somebody notice;190.89
b1c2d3e4-f5a6-47b8-c9d0-e1f2a3b4c5d6;a72683b9-d34d-4020-b6ac-7d10a10145ac;3;254;Role offer skin;82.44
c2d3e4f5-a6b7-48c9-d0e1-f2a3b4c5d6e7;a72683b9-d34d-4020-b6ac-7d10a10145ac;1;255;Administration process catch maintain;43.47
d3e4f5a6-b7c8-49d0-e1f2-a3b4c5d6e7f8;a72683b9-d34d-4020-b6ac-7d10a10145ac;2;256;Rise sort;85.95 
e4f5a6b7-c8d9-40e1-f2a3-b4c5d6e7f8a9;a72683b9-d34d-4020-b6ac-7d10a10145ac;1;257;Art paper;5.73
f5a6b7c8-d9e0-41f2-a3b4-c5d6e7f8a9b0;a72683b9-d34d-4020-b6ac-7d10a10145ac;2;258;Relate;177.4
a6b7c8d9-e0f1-42a3-b4c5-d6e7f8a9b0c1;a72683b9-d34d-4020-b6ac-7d10a10145ac;1;259;Five us;9.29
b7c8d9e0-f1a2-43b4-c5d6-e7f8a9b0c1d2;a72683b9-d34d-4020-b6ac-7d10a10145ac;3;260;According five buy;91.19
c8d9e0f1-a2b3-44c5-d6e7-f8a9b0c1d2e3;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;1;261;Box may teach;100.61
d9e0f1a2-b3c4-45d6-e7f8-a9b0c1d2e3f4;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;2;262;Book down;25.69
e0f1a2b3-c4d5-46e7-f8a9-b0c1d2e3f4a5;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;1;263;Somebody degree;122.61
f1a2b3c4-d5e6-47f8-a9b0-c1d2e3f4a5b6;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;3;264;Population wrong;180.96
a2b3c4d5-e6f7-48a9-b0c1-d2e3f4a5b6c7;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;1;265;Authority according similar;167.23
b3c4d5e6-f7a8-49b0-c1d2-e3f4a5b6c7d8;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;2;266;Help;189.55
c4d5e6f7-a8b9-40c1-d2e3-f4a5b6c7d8e9;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;1;267;Whatever similar;147.7
d5e6f7a8-b9c0-41d2-e3f4-a5b6c7d8e9f0;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;2;268;War career;109.45
e6f7a8b9-c0d1-42e3-f4a5-b6c7d8e9f0a1;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;1;269;Couple lose help;106.31
f7a8b9c0-d1e2-43f4-a5b6-c7d8e9f0a1b2;5fc24bcd-e9df-4f95-93b3-d0f8f2ed78f2;3;270;Actually it others truth;166.07
a8b9c0d1-e2f3-44a5-b6c7-d8e9f0a1b2c3;2a0456f1-3963-4a4a-9cce-c293a2505c54;1;271;Despite dark;122.63
b9c0d1e2-f3a4-45b6-c7d8-e9f0a1b2c3d4;2a0456f1-3963-4a4a-9cce-c293a2505c54;2;272;Marriage hard former;116.17
c0d1e2f3-a4b5-46c7-d8e9-f0a1b2c3d4e5;2a0456f1-3963-4a4a-9cce-c293a2505c54;1;273;Get call;120.96
d1e2f3a4-b5c6-47d8-e9f0-a1b2c3d4e5f6;2a0456f1-3963-4a4a-9cce-c293a2505c54;3;274;Test however;21.9
e2f3a4b5-c6d7-48e9-f0a1-b2c3d4e5f6a7;2a0456f1-3963-4a4a-9cce-c293a2505c54;1;275;Travel television;76.67
f3a4b5c6-d7e8-49f0-a1b2-c3d4e5f6a7b8;2a0456f1-3963-4a4a-9cce-c293a2505c54;2;276;Whose party suffer;99.1
a4b5c6d7-e8f9-40a1-b2c3-d4e5f6a7b8c9;2a0456f1-3963-4a4a-9cce-c293a2505c54;1;277;Different experience challenge;99.82
b5c6d7e8-f9a0-41b2-c3d4-e5f6a7b8c9d0;2a0456f1-3963-4a4a-9cce-c293a2505c54;2;278;Dream would;21.06
c6d7e8f9-a0b1-42c3-d4e5-f6a7b8c9d0e1;2a0456f1-3963-4a4a-9cce-c293a2505c54;1;279;Guy yard hundred;149.39
d7e8f9a0-b1c2-43d4-e5f6-a7b8c9d0e1f2;2a0456f1-3963-4a4a-9cce-c293a2505c54;3;280;Majority industry whether;119.58
e8f9a0b1-c2d3-44e5-f6a7-b8c9d0e1f2a3;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;1;281;Bar situation past;29.09
f9a0b1c2-d3e4-45f6-a7b8-c9d0e1f2a3b4;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;2;282;Run mention;103.3
a0b1c2d3-e4f5-46a7-b8c9-d0e1f2a3b4c5;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;1;283;Have campaign fund;95.85
b1c2d3e4-f5a6-47b8-c9d0-e1f2a3b4c5d6;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;3;284;Our song hope;126.14
c2d3e4f5-a6b7-48c9-d0e1-f2a3b4c5d6e7;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;1;285;Season political water;36.7
d3e4f5a6-b7c8-49d0-e1f2-a3b4c5d6e7f8;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;2;286;Federal think;61.82
e4f5a6b7-c8d9-40e1-f2a3-b4c5d6e7f8a9;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;1;287;Mrs;150.11
f5a6b7c8-d9e0-41f2-a3b4-c5d6e7f8a9b0;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;2;288;Writer really foot;110.95
a6b7c8d9-e0f1-42a3-b4c5-d6e7f8a9b0c1;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;1;289;Service;71.68
b7c8d9e0-f1a2-43b4-c5d6-e7f8a9b0c1d2;c1b2c3d4-e5f6-47a8-b9c0-d1e2f3a4b5c6;3;290;Tend simple;79.98
c8d9e0f1-a2b3-44c5-d6e7-f8a9b0c1d2e3;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;1;291;Some;176.55
d9e0f1a2-b3c4-45d6-e7f8-a9b0c1d2e3f4;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;2;292;Exist compare;29.79
e0f1a2b3-c4d5-46e7-f8a9-b0c1d2e3f4a5;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;1;293;One our;115.84
f1a2b3c4-d5e6-47f8-a9b0-c1d2e3f4a5b6;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;3;294;Your then kind;8.07
a2b3c4d5-e6f7-48a9-b0c1-d2e3f4a5b6c7;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;1;295;Soldier easy;83.59
b3c4d5e6-f7a8-49b0-c1d2-e3f4a5b6c7d8;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;2;296;Identify success adult;152.92
c4d5e6f7-a8b9-40c1-d2e3-f4a5b6c7d8e9;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;1;297;Change for;93.81
d5e6f7a8-b9c0-41d2-e3f4-a5b6c7d8e9f0;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;2;298;Price a;183.43
e6f7a8b9-c0d1-42e3-f4a5-b6c7d8e9f0a1;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;1;299;Industry course;147.36
f7a8b9c0-d1e2-43f4-a5b6-c7d8e9f0a1b2;d2e3f4a5-b6c7-48b9-c0d1-e2f3a4b5c6d7;3;300;Understand;99.63
a8b9c0d1-e2f3-44a5-b6c7-d8e9f0a1b2c3;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;1;301;Team try;9.02
b9c0d1e2-f3a4-45b6-c7d8-e9f0a1b2c3d4;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;2;302;Class share which;119.62
c0d1e2f3-a4b5-46c7-d8e9-f0a1b2c3d4e5;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;1;303;Six line;54.13
d1e2f3a4-b5c6-47d8-e9f0-a1b2c3d4e5f6;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;3;304;Modern artist wonder;22.85
e2f3a4b5-c6d7-48e9-f0a1-b2c3d4e5f6a7;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;1;305;Security responsibility key fear;152.17
f3a4b5c6-d7e8-49f0-a1b2-c3d4e5f6a7b8;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;2;306;Less will;151.31
a4b5c6d7-e8f9-40a1-b2c3-d4e5f6a7b8c9;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;1;307;Participant;134.36
b5c6d7e8-f9a0-41b2-c3d4-e5f6a7b8c9d0;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;2;308;Or whom;179.87
c6d7e8f9-a0b1-42c3-d4e5-f6a7b8c9d0e1;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;1;309;Call;110.92
d7e8f9a0-b1c2-43d4-e5f6-a7b8c9d0e1f2;e3f4a5b6-c7d8-49c0-d1e2-f3a4b5c6d7e8;3;310;Operation top;191.08
